ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,PushPullTime,MaxPushPullLatency
9200620,0.3334871794871795,39000.0,13006.0,[],12,0.3,0.5,3,3,0.1,1.0,0.0,1.6666666666666667,0.01,3,0.0,39000.0,0.0,6,10,5191.91738896889,0.00433349609375,5
5474486,0.33344444444444443,54000.0,18006.0,[],12,0.3,0.5,3,5,0.1,0.07475294755800689,0.0,1.6666666666666667,0.01,3,0.0,54000.0,0.0,6,10,7524.40991969545,0.08531904220581055,5
8041688,0.33345098039215687,51000.0,17006.0,[],12,0.3,0.5,3,8,0.1,0.06552831682925592,0.0,1.6666666666666667,0.01,3,0.0,51000.0,0.0,6,10,6287.186680681201,0.01667642593383789,5
1027719,0.33344444444444443,54000.0,18006.0,[],12,0.3,0.5,3,11,0.1,0.08853401644575902,0.0,1.6666666666666667,0.01,3,0.0,54000.0,0.0,6,10,8459.202246927081,0.007886886596679688,5
5996052,0.33345833333333336,48000.0,16006.0,[],12,0.3,0.5,3,13,0.1,0.059210189696834045,0.01,1.6666666666666667,0.01,3,0.0,48000.0,0.0,6,10,5153.0129313016205,0.06055855751037598,5
2012871,0.6667222222222222,54000.0,36003.0,[],12,0.3,0.5,3,15,0.1,1.0,0.01,1.6666666666666667,0.01,3,0.0,54000.0,0.0,6,10,8540.899481337572,0.009693384170532227,7
2825287,0.3334871794871795,39000.0,13006.0,[],12,0.3,0.5,3,18,0.1,0.07119815236209671,0.0,1.6666666666666667,0.01,3,0.0,39000.0,0.0,6,10,7466.827027180423,0.0012793540954589844,5
1962042,0.3334385964912281,57000.0,19006.0,[],12,0.3,0.5,3,21,0.1,0.09525910494462829,0.01,1.6666666666666667,0.01,3,0.0,57000.0,0.0,6,10,11819.350077721183,0.002569437026977539,5
5989525,0.33345833333333336,48000.0,16006.0,[],12,0.3,0.5,3,23,0.1,0.06638580311971048,0.01,1.6666666666666667,0.01,3,0.0,48000.0,0.0,6,10,7015.516019697342,0.022814035415649414,5
9562428,0.3334761904761905,42000.0,14006.0,[],12,0.3,0.5,3,26,0.1,0.056800910972759,0.01,1.6666666666666667,0.01,3,0.0,42000.0,0.0,6,10,2577.1839325572355,0.03409266471862793,5
