ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,PushPullTime,MaxPushPullLatency
3229596,0.49136025265057526,221650.0,108910.0,[],50,1.3,0.5,5,130,0.1,0.5496727746502266,0.21,2.38,1.12,5,0.0,221650.0,0.0,8,8,125330.52557805006,0.14757895469665527,13
8802774,0.7042811052283257,241760.0,170267.0,[],50,1.3,0.5,5,134,0.1,0.08594825543720508,0.23,2.36,1.68,5,0.0,241760.0,0.0,8,8,152568.06965330386,0.03796267509460449,15
9477898,0.9067441675292619,251180.0,227756.0,[],50,1.3,0.5,5,138,0.1,0.05445574380936055,0.27,2.38,1.54,5,0.0,251180.0,0.0,8,8,53348.81907676191,0.9239387512207031,15
1014311,0.4298505226089237,266930.0,114740.0,[],50,1.3,0.5,5,143,0.1,0.07892836431786135,0.51,2.38,1.81,5,0.0,266930.0,0.0,8,8,107114.8466442129,0.44275593757629395,15
445969,0.7123734742482882,268720.0,191429.0,[],50,1.3,0.5,5,148,0.1,0.09441763788416643,0.18,2.4,1.11,5,0.0,268720.0,0.0,8,8,158139.00795844715,0.010440826416015625,15
2090030,0.5931914276740197,206945.0,122758.0,[],50,1.3,0.5,5,151,0.1,0.5417305256340832,0.19,2.42,0.52,5,0.0,206945.0,0.0,8,8,40671.56859823475,0.07566523551940918,11
5373935,0.746158026301489,230025.0,171635.0,[],50,1.3,0.5,5,154,0.1,0.07927125275563739,0.31,2.48,1.03,5,0.0,230025.0,0.0,8,8,41922.18228730154,0.6624124050140381,15
6319167,0.8294085297631464,263665.0,218686.0,[],50,1.3,0.5,5,159,0.1,0.08382229788363511,0.14,2.48,1.33,5,0.0,263665.0,0.0,8,8,69677.79054371639,0.07161355018615723,15
800349,0.813056131222717,226790.0,184393.0,[],50,1.3,0.5,5,163,0.1,0.07380942848334787,0.34,2.34,1.67,5,0.0,226790.0,0.0,8,8,98114.3086372361,0.5580494403839111,15
2445910,0.3754754098360656,160125.0,60123.0,[],50,1.3,0.5,5,166,0.1,0.08663305725149853,0.11,2.38,0.78,5,0.0,160125.0,0.0,8,8,35835.20699787489,0.013801813125610352,15
871005,0.4692575329875927,228495.0,107223.0,[],50,1.3,0.5,5,171,0.1,0.08263966202880019,0.07,2.34,1.28,5,0.0,228495.0,0.0,8,8,96923.04642890823,0.006247520446777344,15
6650733,0.5917829901160148,296945.0,175727.0,[],50,1.3,0.5,5,176,0.1,0.0821888823907333,0.53,2.42,1.51,5,0.0,296945.0,0.0,8,8,103837.90424654013,0.22874021530151367,15
5566599,0.9046957766642806,209550.0,189579.0,[],50,1.3,0.5,5,181,0.1,0.07906191625552281,0.12,2.56,0.92,5,0.0,209550.0,0.0,8,8,116935.84142493055,0.046544551849365234,19
7163042,0.6938381215623866,179085.0,124256.0,[],50,1.3,0.5,5,184,0.1,0.07646209614355819,0.2,2.38,0.84,5,0.0,179085.0,0.0,8,8,58917.129577933425,0.009796619415283203,13
2606934,0.839140583255997,177795.0,149195.0,[],50,1.3,0.5,5,188,0.1,0.06759120457035732,0.1,2.34,1.24,5,0.0,177795.0,0.0,8,8,59812.49636885426,0.011079549789428711,15
2271081,0.8654081526812571,241025.0,208585.0,[],50,1.3,0.5,5,193,0.1,0.07597091793202537,0.3,2.46,1.13,5,0.0,241025.0,0.0,8,8,121529.07099073431,0.07762312889099121,15
6916898,0.549355527730721,203655.0,111879.0,[],50,1.3,0.5,5,197,0.1,0.08188901665760845,0.3,2.44,1.42,5,0.0,203655.0,0.0,8,8,57019.64540771004,0.03331255912780762,13
4868049,0.8507579892062337,329820.0,280597.0,[],50,1.3,0.5,5,202,0.1,0.07008754305120514,0.56,2.36,0.98,5,0.0,329820.0,0.0,8,8,103940.21385239501,0.5998106002807617,15
6149143,0.503636723648604,227265.0,114459.0,[],50,1.3,0.5,5,207,0.1,0.06021402413221634,0.28,2.38,1.39,5,0.0,227265.0,0.0,8,8,58785.24560240434,0.7341353893280029,15
6205159,0.5617466320018908,253860.0,142605.0,[],50,1.3,0.5,5,211,0.1,0.0781961742152962,0.32,2.42,1.16,5,0.0,253860.0,0.0,8,8,59381.16642932974,0.07148575782775879,17
693269,0.7618311741125893,172130.0,131134.0,[],50,1.3,0.5,5,215,0.1,0.08715494735567816,0.18,2.4,1.05,5,0.0,172130.0,0.0,8,8,86830.29516389391,0.061547279357910156,19
9522470,1.0526268803285275,224030.0,235820.0,[],50,1.3,0.5,5,220,0.1,0.0911684162129123,0.36,2.42,1.02,5,0.0,224030.0,0.0,8,8,106938.88363815489,0.014814138412475586,15
3183089,0.6734412812953755,227270.0,153053.0,[],50,1.3,0.5,5,225,0.1,0.09254163509628449,0.79,2.36,1.9,5,0.0,227270.0,0.0,8,8,83386.51763998506,0.29630422592163086,15
1990654,0.722096322675249,262555.0,189590.0,[],50,1.3,0.5,5,229,0.1,0.07805239412352852,0.66,2.34,1.08,5,0.0,262555.0,0.0,8,8,75216.06761803817,0.6205611228942871,15
5963123,0.9030924035236445,271310.0,245018.0,[],50,1.3,0.5,5,233,0.1,0.08919980853943729,0.44,2.52,0.75,5,0.0,271310.0,0.0,8,8,99515.50178115183,0.10346531867980957,15
359201,0.6840729301584139,250925.0,171651.0,[],50,1.3,0.5,5,234,0.1,0.0764353456762148,0.17,2.4,0.85,5,0.0,250925.0,0.0,8,8,41610.718657792735,0.03104376792907715,15
9264762,0.4031038579984966,206195.0,83118.0,[],50,1.3,0.5,5,238,0.1,0.08930238329651746,0.49,2.3,1.74,5,0.0,206195.0,0.0,8,8,41273.79357261549,0.15782904624938965,15
4416772,0.5838242965417779,260712.0,152210.0,[],50,1.3,0.5,5,241,0.1,0.08219930738261504,0.72,2.52,1.22,5,0.0,260712.0,0.0,8,8,100568.5101322992,0.41988396644592285,15
2666763,0.3903673756371946,227560.0,88832.0,[],50,1.3,0.5,5,245,0.1,0.05850927360910098,0.47,2.3,1.55,5,0.0,227560.0,0.0,8,8,31661.983127822743,0.49304842948913574,15
2449388,0.4362751065124772,287525.0,125440.0,[],50,1.3,0.5,5,249,0.1,0.07863075076808618,0.19,2.32,1.08,5,0.0,287525.0,0.0,8,8,63148.64461777845,0.03143000602722168,13
4952388,0.4316146659615724,226920.0,97942.0,[],50,1.3,0.5,5,252,0.1,0.089191920191306,0.31,2.42,0.6,5,0.0,226920.0,0.0,8,8,36266.13193066398,0.6658146381378174,11
6519754,0.7239135788648831,223325.0,161668.0,[],50,1.3,0.5,5,256,0.1,0.06425876147439233,0.24,2.34,1.31,5,0.0,223325.0,0.0,8,8,57862.90017870138,0.07280564308166504,15
746682,0.5703295341922696,242160.0,138111.0,[],50,1.3,0.5,5,258,0.1,0.09397922600725633,0.51,2.5,1.44,5,0.0,242160.0,0.0,8,8,129769.18181915834,0.2637948989868164,19
8231847,0.9568924731182795,279000.0,266973.0,[],50,1.3,0.5,5,263,0.1,0.07173976204184292,0.92,2.38,1.53,5,0.0,279000.0,0.0,8,8,81712.43855088556,0.41695261001586914,15
5428841,0.7749399784750394,241580.0,187210.0,[],50,1.3,0.5,5,266,0.1,0.06949836476540122,0.61,2.38,0.97,5,0.0,241580.0,0.0,8,8,108918.4228316319,0.20452404022216797,15
6042540,0.8350526635169694,230710.0,192655.0,[],50,1.3,0.5,5,269,0.1,0.07676243412049384,0.36,2.34,1.36,5,0.0,230710.0,0.0,8,8,171035.5692849908,0.01746678352355957,15
9111607,0.42026616857342985,214150.0,90000.0,[],50,1.3,0.5,5,272,0.1,0.06513271541951285,0.4,2.38,0.95,5,0.0,214150.0,0.0,8,8,41238.681061836396,0.537766695022583,11
6606541,0.8849570036308045,261650.0,231549.0,[],50,1.3,0.5,5,277,0.1,0.06395704131688192,0.33,2.5,1.28,5,0.0,261650.0,0.0,8,8,96081.24601120214,0.020723342895507812,19
2058380,0.20893616112428184,234105.0,48913.0,[],50,1.3,0.5,5,278,0.1,0.09521295563000577,0.13,2.3,0.47,5,0.0,234105.0,0.0,8,8,9223.688261359832,0.0074083805084228516,9
270290,0.6110683405226609,258485.0,157952.0,[],50,1.3,0.5,5,281,0.1,0.07563957750893223,0.12,2.34,0.47,5,0.0,258485.0,0.0,8,8,45496.70515533402,0.07845807075500488,11
398629,0.38895042655317824,257295.0,100075.0,[],50,1.3,0.5,5,283,0.1,0.07494329210717696,0.61,2.38,0.47,5,0.0,257295.0,0.0,8,8,27119.278703080032,0.6376328468322754,9
7034764,0.49302611367127497,244125.0,120360.0,[],50,1.3,0.5,5,287,0.1,0.08510925553461332,0.43,2.46,1.15,5,0.0,244125.0,0.0,8,8,39090.062851756826,0.3620908260345459,15
1683262,0.3386361838462147,252820.0,85614.0,[],50,1.3,0.5,5,291,0.1,0.06850488031028527,0.18,2.3,1.11,5,0.0,252820.0,0.0,8,8,43973.99772620218,0.04056835174560547,11
2836318,0.630685995340409,193150.0,121817.0,[],50,1.3,0.5,5,294,0.1,0.08511383440390516,0.2,2.4,0.93,5,0.0,193150.0,0.0,8,8,70099.78594990737,0.025242090225219727,15
8688255,0.6321245677355959,264595.0,167257.0,[],50,1.3,0.5,5,298,0.1,0.05627321890283857,0.38,2.46,0.95,5,0.0,264595.0,0.0,8,8,75783.62182071032,0.08956456184387207,15
4141560,0.3300705744382317,238755.0,78806.0,[],50,1.3,0.5,5,300,0.1,0.06217960690835964,0.07,2.52,0.44,5,0.0,238755.0,0.0,8,8,29776.043364192927,0.003606557846069336,11
4319730,0.5287608208729342,165190.0,87346.0,[],50,1.3,0.5,5,301,0.1,0.06369604888075406,0.18,2.4,0.37,5,0.0,165190.0,0.0,8,8,23148.83803731084,0.024872303009033203,11
9967522,0.21353326713008938,251750.0,53757.0,[],50,1.3,0.5,5,304,0.1,0.066040816356118,0.14,2.42,1.19,5,0.0,251750.0,0.0,8,8,66959.54363247227,0.03999638557434082,15
4187541,0.46947161608561155,239220.0,112307.0,[],50,1.3,0.5,5,306,0.1,0.09753299610978014,0.19,2.34,0.46,5,0.0,239220.0,0.0,8,8,10054.903264828665,0.011675357818603516,9
2342509,0.6663711663308708,223350.0,148834.0,[],50,1.3,0.5,5,309,0.1,0.06531566444073786,0.17,2.46,1.1,5,0.0,223350.0,0.0,8,8,79544.04101454208,0.05208945274353027,15
5978562,0.9108290144568707,238295.0,217046.0,[],50,1.3,0.5,5,314,0.1,0.06638697425806069,1.04,2.34,1.61,5,0.0,238295.0,0.0,8,8,46769.59378445186,0.7773325443267822,15
2749959,0.7946859903381642,231840.0,184240.0,[],50,1.3,0.5,5,317,0.1,0.0760552753657597,0.34,2.3,1.32,5,0.0,231840.0,0.0,8,8,58951.3801546121,0.046628475189208984,15
7414475,0.263877852721057,216460.0,57119.0,[],50,1.3,0.5,5,319,0.1,0.06016803308705277,0.14,2.34,0.48,5,0.0,216460.0,0.0,8,8,16932.155853434782,0.05892682075500488,9
9841254,0.5084706202711377,257065.0,130710.0,[],50,1.3,0.5,5,324,0.1,0.0691232435153934,0.49,2.36,1.46,5,0.0,257065.0,0.0,8,8,112296.01058533676,0.4761226177215576,15
1799268,0.469533885452189,217586.0,102164.0,[],50,1.3,0.5,5,327,0.1,0.07634317077555461,0.49,2.5,1.15,5,0.0,217586.0,0.0,8,8,60042.28447804963,0.44446301460266113,17
8627449,0.7936582664081971,252770.0,200613.0,[],50,1.3,0.5,5,331,0.1,0.07343250804193649,0.28,2.38,0.98,5,0.0,252770.0,0.0,8,8,97172.46104624799,0.0673513412475586,19
7297349,0.7153745768932751,245210.0,175417.0,[],50,1.3,0.5,5,335,0.1,0.0719827794222205,1.19,2.48,0.94,5,0.0,245210.0,0.0,8,8,36164.96868680224,0.45090794563293457,13
7269169,0.8511827956989247,230175.0,195921.0,[],50,1.3,0.5,5,339,0.1,0.07841831131959348,0.79,2.38,1.16,5,0.0,230175.0,0.0,8,8,69392.34644525085,0.3179464340209961,15
886502,0.8177935108777195,213280.0,174419.0,[],50,1.3,0.5,5,343,0.1,0.0781248521139241,0.25,2.38,1.08,5,0.0,213280.0,0.0,8,8,124303.19124683167,0.04425382614135742,15
1919956,0.5364901078927131,214565.0,115112.0,[],50,1.3,0.5,5,346,0.1,0.07952522808584463,0.55,2.42,0.64,5,0.0,214565.0,0.0,8,8,37538.761861160725,0.43738222122192383,11
1319045,0.9307550910073887,277450.0,258238.0,[],50,1.3,0.5,5,351,0.1,0.0870022027122736,0.55,2.38,1.32,5,0.0,277450.0,0.0,8,8,191273.40531900438,0.1911029815673828,15
9578831,0.4684258787570046,245375.0,114940.0,[],50,1.3,0.5,5,354,0.1,0.08846914675573422,0.61,2.4,0.68,5,0.0,245375.0,0.0,8,8,52207.426047067434,0.42305517196655273,15
4343100,0.5193839383938393,159075.0,82621.0,[],50,1.3,0.5,5,358,0.1,0.07643337492883095,0.4,2.42,1.15,5,0.0,159075.0,0.0,8,8,140852.20784014906,0.2836568355560303,15
5413260,0.6086662300807684,183240.0,111532.0,[],50,1.3,0.5,5,363,0.1,0.06315808999856053,0.66,2.46,1.47,5,0.0,183240.0,0.0,8,8,93145.6825226274,0.39423680305480957,15
3420980,0.635168612797758,267625.0,169987.0,[],50,1.3,0.5,5,365,0.1,0.07671482797895343,0.34,2.46,0.95,5,0.0,267625.0,0.0,8,8,99600.07821656326,0.04533219337463379,13
1375985,0.5885972339825007,248010.0,145978.0,[],50,1.3,0.5,5,368,0.1,0.0858918572118279,0.62,2.54,1.77,5,0.0,248010.0,0.0,8,8,131451.2136539967,0.2952687740325928,19
1847590,0.7551906851931868,219865.0,166040.0,[],50,1.3,0.5,5,372,0.1,0.07674890103420498,1.34,2.38,1.72,5,0.0,219865.0,0.0,8,8,104662.18166982934,0.7034437656402588,15
5418733,0.33121503099954636,264520.0,87613.0,[],50,1.3,0.5,5,374,0.1,0.07779411156921053,0.21,2.4,0.83,5,0.0,264520.0,0.0,8,8,81223.41752978013,0.053807973861694336,15
1859678,0.8348981515995352,228035.0,190386.0,[],50,1.3,0.5,5,378,0.1,0.07731368853137988,0.33,2.42,0.98,5,0.0,228035.0,0.0,8,8,71595.07465514804,0.013456344604492188,15
9262391,0.506033705198196,210650.0,106596.0,[],50,1.3,0.5,5,382,0.1,0.09729107333805911,0.31,2.3,1.75,5,0.0,210650.0,0.0,8,8,75414.6681707273,0.009292364120483398,15
6525966,0.6454976011809571,162580.0,104945.0,[],50,1.3,0.5,5,385,0.1,0.08140377077988206,0.78,2.42,1.38,5,0.0,162580.0,0.0,8,8,56848.70123469224,0.1219489574432373,15
4563766,0.7211073128225752,223785.0,161373.0,[],50,1.3,0.5,5,386,0.1,0.06074745492025689,0.4,2.42,0.78,5,0.0,223785.0,0.0,8,8,68444.55135732662,0.10843133926391602,15
