ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,PushPullTime,MaxPushPullLatency
9494281,0.6667101449275362,69000.0,46003.0,[],12,0.3,0.5,3,3,0.1,0.06829435219899571,0.0,1.6666666666666667,0.01,3,0.0,69000.0,0.0,6,10,16120.891016814743,0.0014908313751220703,7
9095525,0.3334666666666667,45000.0,15006.0,[],12,0.3,0.5,3,6,0.1,1.0,0.01,1.6666666666666667,0.01,3,0.0,45000.0,0.0,6,10,6459.881055563548,0.01502537727355957,5
4795634,0.3334761904761905,42000.0,14006.0,[],12,0.3,0.5,3,9,0.1,0.056053780943722396,0.0,1.6666666666666667,0.01,3,0.0,42000.0,0.0,6,10,5473.162428822355,0.020525455474853516,5
944124,0.3334761904761905,42000.0,14006.0,[],12,0.3,0.5,3,12,0.1,0.05917507770474676,0.0,1.6666666666666667,0.01,3,0.0,42000.0,0.0,6,10,4369.500177386439,0.019747495651245117,5
3845213,0.33345833333333336,48000.0,16006.0,[],12,0.3,0.5,3,15,0.1,0.049711871730978206,0.01,1.6666666666666667,0.01,3,0.0,48000.0,0.0,6,10,6162.354228424818,0.004426002502441406,5
6651579,0.33343333333333336,60000.0,20006.0,[],12,0.3,0.5,3,18,0.1,0.0954993910852936,0.01,1.6666666666666667,0.01,3,0.0,60000.0,0.0,6,10,9757.614169640565,0.0033228397369384766,5
6576139,0.3334,60000.0,20004.0,[],12,0.3,0.5,3,20,0.1,0.06107119512956432,0.01,1.6666666666666667,0.01,3,0.0,60000.0,0.0,6,10,3000.0,0.07449173927307129,0
4365478,0.6667017543859649,57000.0,38002.0,[],12,0.3,0.5,3,22,0.1,0.06609532772871188,0.01,1.6666666666666667,0.01,3,0.0,57000.0,0.0,6,10,9278.040074405184,0.010348081588745117,7
6008903,0.33341176470588235,51000.0,17004.0,[],12,0.3,0.5,3,24,0.1,0.060210712418619604,0.0,1.6666666666666667,0.01,3,0.0,51000.0,0.0,6,10,3186.4022276085734,0.0013740062713623047,5
9461,0.33344444444444443,54000.0,18006.0,[],12,0.3,0.5,3,27,0.1,1.0,0.01,1.6666666666666667,0.01,3,0.0,54000.0,0.0,6,10,9610.56283756512,0.01019597053527832,5
