ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,PushPullTime,MaxPushPullLatency
9255351,0.3848051257375845,197435.0,75974.0,[],50,1.3,0.5,5,109,0.1,0.0741584234014371,0.12,2.34,0.25,5,0.0,197435.0,0.0,6,8,19449.87870584575,0.003301858901977539,9
7819666,0.516149665645338,223565.0,115393.0,[],50,1.3,0.5,5,112,0.1,0.07002698669960002,0.3,2.36,1.11,5,0.0,223565.0,0.0,6,8,90124.13748825707,0.008742332458496094,15
9951187,0.5353362270754267,220015.0,117782.0,[],50,1.3,0.5,5,114,0.1,0.097877963787176,0.14,2.38,0.54,5,0.0,220015.0,0.0,6,8,52484.390617436955,0.01652669906616211,11
2521887,0.7671645491168267,161350.0,123782.0,[],50,1.3,0.5,5,117,0.1,0.07586085479479965,0.41,2.42,1.53,5,0.0,161350.0,0.0,6,8,142021.55833762363,0.13381671905517578,19
2420817,0.547915128242997,203130.0,111298.0,[],50,1.3,0.5,5,118,0.1,0.09683395397447889,0.04,2.42,0.45,5,0.0,203130.0,0.0,6,8,51109.56720326064,0.0018124580383300781,11
2778163,0.5897465635738831,232800.0,137293.0,[],50,1.3,0.5,5,118,0.1,1.0,0.04,2.3,0.66,5,0.0,232800.0,0.0,6,8,122308.66666666664,0.006998300552368164,13
5264593,0.6393983302283861,217395.0,139002.0,[],50,1.3,0.5,5,123,0.1,0.08356190461095463,1.11,2.4,1.43,5,0.0,217395.0,0.0,6,8,42900.885381364256,0.04955744743347168,15
9758357,0.45842842758852154,238360.0,109271.0,[],50,1.3,0.5,5,125,0.1,0.07862436676460685,0.2,2.38,0.24,5,0.0,238360.0,0.0,6,8,11018.198301724537,0.018895387649536133,9
8620101,0.8856963416548909,222915.0,197435.0,[],50,1.3,0.5,5,128,0.1,0.07807396107499384,0.15,2.4,0.7,5,0.0,222915.0,0.0,6,8,151360.32653615146,0.005408287048339844,15
6633975,0.5620670129742239,203095.0,114153.0,[],50,1.3,0.5,5,129,0.1,0.08985573181975634,0.42,2.36,0.28,5,0.0,203095.0,0.0,6,8,10705.388047010721,0.03219938278198242,9
6956367,0.6535751250646886,231880.0,151551.0,[],50,1.3,0.5,5,132,0.1,0.0520179666221952,0.47,2.42,0.81,5,0.0,231880.0,0.0,6,8,76264.21747078709,0.09871363639831543,13
9989555,0.9592437654563524,216335.0,207518.0,[],50,1.3,0.5,5,134,0.1,0.08620200093449372,0.61,2.62,0.85,5,0.0,216335.0,0.0,6,8,238808.49417284472,0.0858612060546875,21
6101756,0.7458392502130077,211260.0,157566.0,[],50,1.3,0.5,5,138,0.1,0.06505793081350186,0.95,2.36,1.25,5,0.0,211260.0,0.0,6,8,85888.16417892012,0.12282109260559082,15
1346772,0.3012959137130745,186355.0,56148.0,[],50,1.3,0.5,5,140,0.1,0.09042234675277977,0.24,2.38,0.5,5,0.0,186355.0,0.0,6,8,5949.705162267498,0.013814926147460938,9
8647112,0.9033946396129744,244945.0,221282.0,[],50,1.3,0.5,5,141,0.1,0.09961477753352779,0.13,2.42,0.42,5,0.0,244945.0,0.0,6,8,46161.786070228605,0.0031156539916992188,13
8580425,0.5404295090138739,240740.0,130103.0,[],50,1.3,0.5,5,144,0.1,0.09634844248222606,0.68,2.56,0.64,5,0.0,240740.0,0.0,6,8,80388.01685008037,0.025506019592285156,13
469083,0.7096035834266518,223250.0,158419.0,[],50,1.3,0.5,5,148,0.1,0.08305883810102957,0.25,2.34,1.01,5,0.0,223250.0,0.0,6,8,85915.30582408284,0.009925365447998047,15
4164238,0.2165348703170029,216875.0,46961.0,[],50,1.3,0.5,5,149,0.1,1.0,0.04,2.54,0.16,5,0.0,216875.0,0.0,6,8,0.0,0.0009889602661132812,0
4654648,0.5265560578212707,201310.0,106001.0,[],50,1.3,0.5,5,151,0.1,0.09687584913128905,0.14,2.34,0.48,5,0.0,201310.0,0.0,6,8,40450.91776890488,0.003431558609008789,11
4263312,0.7546787370280416,226450.0,170897.0,[],50,1.3,0.5,5,154,0.1,0.05562292281611728,0.1,2.34,0.56,5,0.0,226450.0,0.0,6,8,92429.71501740895,0.06274986267089844,13
7823013,0.7668766275679405,224645.0,172275.0,[],50,1.3,0.5,5,157,0.1,1.0,0.31,2.42,0.67,5,0.0,224645.0,0.0,6,8,63215.019432506095,0.010973691940307617,13
3895823,0.6692671452723397,204065.0,136574.0,[],50,1.3,0.5,5,161,0.1,0.08634523286538322,0.31,2.38,0.81,5,0.0,204065.0,0.0,6,8,96203.89696535753,0.005283832550048828,15
7940037,0.7222818091215415,210710.0,152192.0,[],50,1.3,0.5,5,165,0.1,0.05491174554947773,0.46,2.42,1.54,5,0.0,210710.0,0.0,6,8,128847.21898407413,0.1285543441772461,15
5863070,0.4700391375161047,205685.0,96680.0,[],50,1.3,0.5,5,166,0.1,0.07088392401013231,0.14,2.34,0.63,5,0.0,205685.0,0.0,6,8,21121.02190957955,0.00564265251159668,9
1505510,0.3267179215270414,188600.0,61619.0,[],50,1.3,0.5,5,170,0.1,0.08806035534590641,0.96,2.44,1.67,5,0.0,188600.0,0.0,6,8,96384.78707760689,0.11628365516662598,15
4016402,0.6446329514477973,262295.0,169084.0,[],50,1.3,0.5,5,174,0.1,0.0841426818431927,1.06,2.34,1.47,5,0.0,262295.0,0.0,6,8,185293.95097871637,0.05498051643371582,15
8174146,0.7941693402148138,215070.0,170802.0,[],50,1.3,0.5,5,179,0.1,0.05570003339002877,1.13,2.44,1.54,5,0.0,215070.0,0.0,6,8,159977.61470808295,0.16852545738220215,19
1174867,0.3116339125486935,228470.0,71199.0,[],50,1.3,0.5,5,180,0.1,0.07439828746083443,0.12,2.42,0.11,5,0.0,228470.0,0.0,6,8,0.0,0.0016319751739501953,0
203152,0.4876771789651596,260330.0,126957.0,[],50,1.3,0.5,5,182,0.1,0.07457582250753599,0.05,2.36,0.45,5,0.0,260330.0,0.0,6,8,28018.84527849703,0.002028942108154297,11
8969293,0.738653777619387,224480.0,165813.0,[],50,1.3,0.5,5,185,0.1,0.06998708480623134,0.72,2.38,0.94,5,0.0,224480.0,0.0,6,8,131808.43426008604,0.05138421058654785,15
5951878,0.896055955736507,239475.0,214583.0,[],50,1.3,0.5,5,188,0.1,0.07441122718036838,0.6,2.34,0.92,5,0.0,239475.0,0.0,6,8,116057.46916148975,0.11217999458312988,15
250506,0.48502910244560465,200155.0,97081.0,[],50,1.3,0.5,5,188,0.1,0.06968798880730097,0.17,2.54,0.33,5,0.0,200155.0,0.0,6,8,16139.014361942258,0.029198646545410156,9
2662041,0.7441133108677338,189920.0,141322.0,[],50,1.3,0.5,5,191,0.1,0.08304752975567162,0.96,2.4,1.58,5,0.0,189920.0,0.0,6,8,111464.00903941794,0.17603731155395508,19
1966468,0.5938379132626651,222165.0,131930.0,[],50,1.3,0.5,5,192,0.1,0.07399386275811316,0.11,2.38,0.76,5,0.0,222165.0,0.0,6,8,55530.610153381946,0.03298449516296387,15
9541735,0.2767345988121579,214675.0,59408.0,[],50,1.3,0.5,5,194,0.1,0.08613992088226327,0.17,2.34,0.77,5,0.0,214675.0,0.0,6,8,19554.852761804876,0.018823623657226562,15
7487844,0.4022924238188426,196735.0,79145.0,[],50,1.3,0.5,5,195,0.1,1.0,0.1,2.34,0.84,5,0.0,196735.0,0.0,6,8,68203.52299204048,0.011286258697509766,13
6659618,0.8614575003224558,193825.0,166972.0,[],50,1.3,0.5,5,200,0.1,0.07942819261307724,0.97,2.34,1.19,5,0.0,193825.0,0.0,6,8,61585.40931798107,0.06098031997680664,13
1233453,0.8108794326241134,211500.0,171501.0,[],50,1.3,0.5,5,203,0.1,0.08385157374170635,0.64,2.5,0.89,5,0.0,211500.0,0.0,6,8,149025.8522489671,0.25359201431274414,25
7798953,0.8651244827352282,147410.0,127528.0,[],50,1.3,0.5,5,206,0.1,0.05279112565078469,0.34,2.42,1.23,5,0.0,147410.0,0.0,6,8,58121.138753985615,0.054634809494018555,19
3863136,0.7644136914941199,190045.0,145273.0,[],50,1.3,0.5,5,207,0.1,0.05115196730717955,0.25,2.4,0.55,5,0.0,190045.0,0.0,6,8,52820.26740465473,0.01726984977722168,15
3220434,0.8158603112144518,223640.0,182459.0,[],50,1.3,0.5,5,209,0.1,0.09616407126989854,0.25,2.4,0.91,5,0.0,223640.0,0.0,6,8,102401.6332626706,0.00852513313293457,15
7145680,0.6416898454242853,219310.0,140729.0,[],50,1.3,0.5,5,212,0.1,0.06322413758970846,0.45,2.38,0.55,5,0.0,219310.0,0.0,6,8,45861.027201935525,0.0243527889251709,13
4489021,0.42478920741989884,243130.0,103279.0,[],50,1.3,0.5,5,214,0.1,0.08352712574379124,1.45,2.42,0.85,5,0.0,243130.0,0.0,6,8,31723.679265924773,0.0539093017578125,9
3445768,0.573644563186758,248905.0,142783.0,[],50,1.3,0.5,5,216,0.1,0.09522945133648178,0.07,2.48,0.49,5,0.0,248905.0,0.0,6,8,24733.02468422812,0.0027396678924560547,11
2926467,0.654355726521157,235265.0,153947.0,[],50,1.3,0.5,5,218,0.1,0.05672984864838104,1.38,2.5,0.81,5,0.0,235265.0,0.0,6,8,61877.02273610959,0.11646437644958496,15
9414130,0.611063874732645,189355.0,115708.0,[],50,1.3,0.5,5,219,0.1,0.09134557177696886,0.09,2.38,0.46,5,0.0,189355.0,0.0,6,8,45150.066293424214,0.004388570785522461,11
2627954,0.7201367208526214,185780.0,133787.0,[],50,1.3,0.5,5,222,0.1,0.05096687107956655,0.7,2.38,1.17,5,0.0,185780.0,0.0,6,8,110210.17941082618,0.08541393280029297,15
8880168,0.7411474961233239,219260.0,162504.0,[],50,1.3,0.5,5,224,0.1,0.07173640413316544,1.0,2.32,1.21,5,0.0,219260.0,0.0,6,8,88377.34041502363,0.04658031463623047,15
3206507,0.6562320386336029,168765.0,110749.0,[],50,1.3,0.5,5,228,0.1,1.0,1.35,2.5,1.41,5,0.0,168765.0,0.0,6,8,91297.59143039731,0.09659910202026367,15
4564964,0.7056282174437793,202995.0,143239.0,[],50,1.3,0.5,5,230,0.1,0.0902528376281885,0.09,2.38,0.84,5,0.0,202995.0,0.0,6,8,63685.07206977042,0.0036237239837646484,15
7118619,0.6910028653295129,209400.0,144696.0,[],50,1.3,0.5,5,232,0.1,0.04721775569363713,0.47,2.34,1.48,5,0.0,209400.0,0.0,6,8,76436.02753400872,0.014377117156982422,19
8914646,0.5014636951833213,173875.0,87192.0,[],50,1.3,0.5,5,233,0.1,0.09276839608784129,0.25,2.3,0.74,5,0.0,173875.0,0.0,6,8,63781.06502426489,0.0104217529296875,15
7922085,0.7179970367626632,215980.0,155073.0,[],50,1.3,0.5,5,235,0.1,0.08845374264661403,0.4,2.34,1.06,5,0.0,215980.0,0.0,6,8,67595.63706013761,0.008589982986450195,15
9011392,0.4015968876523942,221055.0,88775.0,[],50,1.3,0.5,5,236,0.1,0.08560450641185882,0.64,2.42,0.18,5,0.0,221055.0,0.0,6,8,0.0,0.06565189361572266,0
9882144,0.6024453929199096,199150.0,119977.0,[],50,1.3,0.5,5,237,0.1,0.08132758451439694,0.07,2.4,0.45,5,0.0,199150.0,0.0,6,8,22967.81310817165,0.002674579620361328,11
9788496,0.8274083426861205,213840.0,176933.0,[],50,1.3,0.5,5,241,0.1,0.05165727053511904,0.64,2.34,1.52,5,0.0,213840.0,0.0,6,8,106267.8467506482,0.05941152572631836,15
213370,0.4906655265783098,217527.0,106733.0,[],50,1.3,0.5,5,243,0.1,0.07660267003522227,0.27,2.52,0.78,5,0.0,217527.0,0.0,6,8,78266.99185910294,0.06181073188781738,19
7270864,0.5262975037479476,210115.0,110583.0,[],50,1.3,0.5,5,246,0.1,0.066013905943727,1.45,2.36,1.06,5,0.0,210115.0,0.0,6,8,34103.796099133586,0.10173344612121582,15
6360979,0.6910206358059119,224125.0,154875.0,[],50,1.3,0.5,5,248,0.1,1.0,0.14,2.42,0.64,5,0.0,224125.0,0.0,6,8,62042.922456935994,0.007071018218994141,15
8103437,0.5183028815562222,220020.0,114037.0,[],50,1.3,0.5,5,251,0.1,0.07537871222873031,1.5,2.34,1.56,5,0.0,220020.0,0.0,6,8,127466.4732871651,0.20074939727783203,19
5736160,0.7708051494654157,206235.0,158967.0,[],50,1.3,0.5,5,254,0.1,0.05509275509583938,1.23,2.34,1.84,5,0.0,206235.0,0.0,6,8,79357.82471104077,0.16665172576904297,15
4257994,0.6233903562364884,212780.0,132645.0,[],50,1.3,0.5,5,256,0.1,0.08433330289279814,0.94,2.42,0.86,5,0.0,212780.0,0.0,6,8,49167.95915963299,0.026213645935058594,11
6057921,0.504786118349965,235995.0,119127.0,[],50,1.3,0.5,5,258,0.1,1.0,0.68,2.64,0.28,5,0.0,235995.0,0.0,6,8,24581.87474415821,0.008288860321044922,9
9351733,0.6869208889745938,207430.0,142488.0,[],50,1.3,0.5,5,261,0.1,0.08861428107350275,0.14,2.38,0.48,5,0.0,207430.0,0.0,6,8,28491.556966119726,0.0037488937377929688,11
4287214,0.6206471024288144,229330.0,142333.0,[],50,1.3,0.5,5,265,0.1,0.07968182300521229,1.01,2.32,1.62,5,0.0,229330.0,0.0,6,8,137188.54415119218,0.030834436416625977,15
8216417,0.6447001005249637,223825.0,144300.0,[],50,1.3,0.5,5,267,0.1,0.07663057008846266,0.31,2.4,0.71,5,0.0,223825.0,0.0,6,8,48072.89229413419,0.005398750305175781,11
6261907,0.6595315134667092,219430.0,144721.0,[],50,1.3,0.5,5,269,0.1,0.05846865174303193,0.2,2.34,1.07,5,0.0,219430.0,0.0,6,8,76983.35231522613,0.033217430114746094,15
7754807,0.7883335207466546,177860.0,140213.0,[],50,1.3,0.5,5,272,0.1,0.08583885894375151,1.02,2.36,1.61,5,0.0,177860.0,0.0,6,8,62899.94742981385,0.03562283515930176,15
5967869,0.6298252798252798,219780.0,138423.0,[],50,1.3,0.5,5,274,0.1,0.06522554360137615,0.19,2.34,0.56,5,0.0,219780.0,0.0,6,8,39024.911607699614,0.01956653594970703,13
