ines_simulation_id,kraken_simulation_id,network_size,event_skew,node_event_ratio,num_event_types,max_parents,parent_factor,workload_size,query_length,simulation_mode,median_selectivity,xi,latency_threshold,total_projections_placed,placements_at_cloud,graph_density,strategy_name,strategy_status,combigen_time_seconds,ines_placement_time_seconds,ines_push_pull_time_seconds,ines_total_time_seconds,kraken_total_execution_time_seconds,kraken_strategy_execution_time_seconds,all_push_central_cost,inev_cost,ines_cost,kraken_total_cost,kraken_workload_cost,kraken_average_cost_per_placement,all_push_central_latency,ines_latency,kraken_max_latency
5127999b-e8cc-4e46-bd7d-36f6dc16662b,65261799-9f84-42eb-9323-6b625e2aba57,30,2.0,0.5,6,9,1.8,3,3,random,0.00013841155918769676,0,,4,0,0.13793103448275862,greedy,success,0.16,0.06,0.01535797119140625,0.07535797119140625,0.1270310878753662,0.11051297187805176,479148.0,239931.66375605715,31062.105361265472,19063.350553020493,19063.350553020493,4765.837638255123,4.0,12.0,8.0
90063bd5-06e4-4d30-83f6-d4d681459af0,62e0f328-4824-4360-ba77-d03e663c0acb,30,2.0,0.5,6,9,1.8,3,3,random,0.00017364048320995425,0,,3,0,0.10229885057471265,greedy,success,0.07,0.04,0.020407676696777344,0.060407676696777345,0.044014930725097656,0.030699968338012695,398648.0,194074.83074336534,40273.816024042004,24462.33556759012,23442.33556759012,8154.1118558633725,4.0,12.0,8.0
30ecb621-4e52-4580-b0a7-d117014ceecd,bdbd4ff4-0a21-4ed1-af13-18a7c82fffcb,30,2.0,0.5,6,9,1.8,3,3,random,0.00017149977187607755,0,,4,0,0.12413793103448276,greedy,success,0.11,0.06,0.04011106491088867,0.10011106491088867,0.07472801208496094,0.05917787551879883,305192.0,191441.43579120765,42329.70190712805,31224.140423902416,8728.140423902416,7806.035105975604,4.0,14.0,4.0
253f575b-ed60-4d58-97b8-de94b22688a0,8a51c6d5-ec22-4e3f-8031-a74e64e2bb06,30,2.0,0.5,6,9,1.8,3,5,random,0.00015510438397993217,0,,3,1,0.11724137931034483,greedy,success,0.4,0.05,0.040099143981933594,0.0900991439819336,0.07533407211303711,0.05992913246154785,487728.0,221897.66957220883,18753.91889742579,6829.627264827295,13.660104360217817,2276.5424216090983,4.0,10.0,16.0
e698d116-3330-4bd3-b1cb-d9a98a6994c5,2d846734-87d8-4f68-bff5-7e23f5021d80,30,2.0,0.5,6,9,1.8,3,5,random,0.00012402409193521476,0,,1,0,0.1206896551724138,greedy,success,0.28,0.02,0.024538040161132812,0.044538040161132816,0.024910926818847656,0.01019597053527832,437588.0,126154.01744185109,9130.757873689752,8921.189092110633,8921.189092110633,8921.189092110633,4.0,12.0,8.0
051e9b50-cf8d-4845-8696-6084103f4d29,e76689d8-875b-4253-a21f-39ac3eab4edf,30,2.0,0.5,6,9,1.8,3,5,random,0.00012961641370573624,0,,1,0,0.1206896551724138,greedy,success,0.18,0.02,0.02023792266845703,0.040237922668457035,0.049365997314453125,0.03504824638366699,501152.0,118535.91083533445,11924.889710581832,11969.748987200654,11969.748987200654,11969.748987200654,4.0,12.0,8.0
fcf89b23-af53-4065-af49-b0439094593a,674bacd0-995f-4a06-84d9-4cfa2694f6bf,30,2.0,0.5,6,9,1.8,3,5,random,0.00017114610482785967,0,,8,0,0.12528735632183907,greedy,success,0.24,0.13,0.019361019134521484,0.1493610191345215,0.10664916038513184,0.0905301570892334,721020.0,361265.86383298226,32761.016081735586,17100.52214478681,236.46054366175244,2137.565268098351,4.0,12.0,12.0
3bf0ee20-3dd0-43c6-a732-aa4f5ff1c221,1759038d-7eec-4b73-9abe-96458ce6c476,30,2.0,0.5,6,9,1.8,3,8,random,0.00015578272193858756,0,,9,0,0.11264367816091954,greedy,success,0.95,0.13,0.06554818153381348,0.19554818153381348,0.29126906394958496,0.27539801597595215,236756.0,118741.97110021317,23364.229048836012,16322.524853836368,1705.128104432257,1813.6138726484853,4.0,12.0,17.0
a37608bd-2133-47b0-ab7c-9f0ecdafaa43,b61a0922-b737-4368-9451-de5fae188593,30,2.0,0.5,6,9,1.8,3,8,random,0.00011243282348887741,0,,12,0,0.1310344827586207,greedy,success,3.18,0.19,0.03487586975097656,0.22487586975097656,0.7056710720062256,0.688572883605957,358168.0,179277.08283648954,38737.26818498864,14366.36655360924,3.3539824771310676e-07,1197.1972128007699,4.0,12.0,12.0
fcec11e3-9827-4491-b3b9-941fb985631b,396d6b25-9d5f-4adf-8486-9263359fd1ed,30,2.0,0.5,6,9,1.8,3,8,random,0.00017192410292254324,0,,9,3,0.10919540229885058,greedy,success,3.31,0.12,0.05857205390930176,0.17857205390930175,0.12770986557006836,0.1106419563293457,378260.0,189178.0171089689,12840.487973239642,16797.174888627203,0.004323481763709582,1866.3527654030227,4.0,10.0,22.0
